session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,English speaking Monolingual,First Language,Nationality,Sex,Student Status
62883fcee9f04d3fb3338851,5c0727ff1d461400012b61ee,RETURNED,2022-05-21 01:28:51.305000,,220452.282077,53,2115,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883fd104d65e1afafa4ee4,6054e1ddb68b58dd23242765,APPROVED,2022-05-21 01:26:51.667000,2022-05-21 01:48:10.916000,1279.249,35,1185,5,99,2022-05-23 09:00:02.487000,81A407F4,United States,United States,DATA EXPIRED,I only know English,English,United States,Male,DATA EXPIRED
62883ffaa5ba78a9aec4dc55,5c663cd56fdc87000162e255,RETURNED,2022-05-21 01:27:25.385000,,220538.227297,24,2517,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62883ffab4205f31b386843a,5be87ae193ca1f00014dae06,APPROVED,2022-05-21 01:27:37.766000,2022-05-21 03:14:39.478000,6421.712,46,1584,4,100,2022-05-23 09:00:03.003000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Male,No
62883ffe5be0bf39420defb6,60fefa8d26f46e84a295b223,RETURNED,2022-05-21 01:30:00.613000,,220383.023116,21,763,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6288400025aebbb17ec50e69,5b9f09697b196f000195e1ed,RETURNED,2022-05-21 01:27:38.346000,,220525.301553,54,1130,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6288400127e78eb979130e85,5d946449f5241f0018fe2af2,APPROVED,2022-05-21 01:27:31.740000,2022-05-21 02:01:06.962000,2015.222,42,1157,0,100,2022-05-23 09:00:03.590000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Female,No
6288400ba0cc3491e419ba24,5deb638bff7f7126d6fb5142,APPROVED,2022-05-21 01:30:25.756000,2022-05-21 01:52:11.901000,1306.145,47,1129,0,100,2022-05-23 09:00:04.141000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Male,No
628840193d2422737224b968,615fad239fd8b6f7c048057a,APPROVED,2022-05-21 01:27:56.683000,2022-05-21 01:44:33.636000,996.953,35,1273,24,92,2022-05-23 09:00:04.841000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Male,DATA EXPIRED
6288402a4eeaaebf6ab24f61,60eeed7cce4ddb957b239f03,APPROVED,2022-05-21 01:28:21.732000,2022-05-21 01:51:43.420000,1401.688,40,256,1,100,2022-05-23 09:00:05.405000,81A407F4,United States,United States,Part-Time,I only know English,English,United States,Female,No
6288404ba90003f4b11c0c46,61071879f62793b7b5581723,RETURNED,2022-05-21 01:28:47.677000,,220456.028878,20,112,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6288404fc4e982e42bdaae26,60b8242021561f7827855c02,RETURNED,2022-05-21 01:29:26.835000,,220416.888678,36,893,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6288406759743e33548e08a3,5dd56e51954d1952f17bb57b,RETURNED,2022-05-21 01:31:23.404000,,220300.33675,68,2145,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6288408f3d2422737224b96c,5ba288c63fd80800016308c4,RETURNED,2022-05-21 01:30:09.897000,,220373.858521,29,491,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
628840971952a70187cda200,60ea823910936e7bff37d86b,APPROVED,2022-05-21 01:30:15.760000,2022-05-21 01:44:51.779000,876.019,23,755,0,100,2022-05-23 09:00:06.158000,81A407F4,United States,United States,Other,I only know English,English,United States,Male,No
6288409fa90003f4b11c0c4b,5e7a2ccd69a7770604dfb352,RETURNED,2022-05-21 01:32:14.060000,,220249.719299,49,1939,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
628840aa07cf9f2e6b040caa,5dc0ac2c441a2105cbb3bb0f,APPROVED,2022-05-21 01:32:12.957000,2022-05-21 01:54:44.785000,1351.828,34,2026,1,100,2022-05-23 09:00:07.320000,81A407F4,United States,United States,DATA EXPIRED,I only know English,English,United States,Male,No
628840aef23a168751a77245,60b8ebe00e8724e493098e52,APPROVED,2022-05-21 01:32:10.311000,2022-05-21 02:00:33.704000,1703.393,38,830,0,100,2022-05-23 09:00:07.786000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Male,No
628840b06c0b7ac63b19d13b,5c79bc94d454af00160e2eee,APPROVED,2022-05-21 01:30:29.394000,2022-05-21 02:20:20.369000,2990.975,30,2613,10,100,2022-05-23 09:00:08.395000,81A407F4,United States,United States,Full-Time,I only know English,English,United States,Female,No
628840b3e9f04d3fb333885a,60d9e7e76cf2ab6d21eb5f99,APPROVED,2022-05-21 01:35:17.736000,2022-05-21 02:01:11.482000,1553.746,59,1384,3,100,2022-05-23 09:00:08.922000,81A407F4,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,United States,Female,No
628840b90067e03db83aaca8,5d4b265b72db9d0015e8aac6,APPROVED,2022-05-21 01:30:35.445000,2022-05-21 02:09:50.621000,2355.176,30,1487,0,100,2022-05-23 09:00:09.574000,81A407F4,United States,United States,Other,I only know English,English,United States,Male,No
628840bab4d4c8c8afd5ec50,5d7cefc73f9ae70018b400f1,RETURNED,2022-05-21 01:30:34.309000,,220349.542375,39,2097,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
