filename,target_word,image_selection,feedback,condition,reps,list_LSQ_variant,blockID,block,list,mean,sd,category
stimuli/exposure/dilltill_VOT80_F0249.wav,till_labeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/dilltill_VOT45_F0248.wav,till_unlabeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/dilltill_VOT55_F0248.wav,till_unlabeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/dilltill_VOT65_F0249.wav,till_unlabeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/dilltill_VOT95_F0250.wav,till_unlabeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/dintin_VOT40_F0248.wav,tin_labeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/dintin_VOT45_F0248.wav,tin_labeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/dintin_VOT60_F0248.wav,tin_labeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/dintin_VOT65_F0249.wav,tin_labeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/dintin_VOT40_F0248.wav,tin_unlabeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/dintin_VOT60_F0248.wav,tin_unlabeled,backward,false,Shift10,2,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/dintin_VOT80_F0249.wav,tin_unlabeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/diptip_VOT40_F0248.wav,tip_labeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/diptip_VOT50_F0248.wav,tip_labeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/diptip_VOT65_F0249.wav,tip_labeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/diptip_VOT80_F0249.wav,tip_labeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/diptip_VOT50_F0248.wav,tip_unlabeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/diptip_VOT55_F0248.wav,tip_unlabeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/diptip_VOT60_F0248.wav,tip_unlabeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/diptip_VOT75_F0249.wav,tip_unlabeled,backward,false,Shift10,1,A,C,6,A,50,16.431676725154983,/t/
stimuli/exposure/flare.wav,flare,backward,false,Shift10,2,A,C,6,A,NA,NA,NA
stimuli/exposure/rare.wav,rare,backward,false,Shift10,2,A,C,6,A,NA,NA,NA
stimuli/exposure/share.wav,share,backward,false,Shift10,2,A,C,6,A,NA,NA,NA
